place_id,name,description,reviews,rating,website,phone,owner_name,featured_image,main_category,,address,state,
ChIJ9SogrrRxX0YR3HWx4AFlDL4,Lekplats,,2,3,https://lekplats.se/,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RWrsGLAeYoEgtPEx6kZMtw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.7967&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Massvagen 5,Tullinge,
ChIJa8mGCk9xX0YRU8tOOGAGLYc,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=DSOcXzvjlQCOs-M2BWJHHw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.4611&pitch=0&thumbfov=100,Lekplats,Open All Days,Tullingebergsvagen 33,Tullinge,
ChIJqc40-f5xX0YR3dbV3CNbOOk,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5kHcUtoI6nPtjMaEjyAjwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=58.736843&pitch=0&thumbfov=100,Lekplats,Open All Days,Rundan 59,Tullinge,
ChIJu3nepgxxX0YRgE46vr3U9U8,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ApJ2jZG-ZZiU-_cFONz7qA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.71965&pitch=0&thumbfov=100,Lekplats,Open All Days,146 38 Tullinge,Tullinge,
ChIJr8JSVTS9X0YR8dsMTMFfqnM,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vndu2VMk8-PcRmBqllHfJg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=106.32676&pitch=0&thumbfov=100,Lekplats,Open All Days,Hugingatan 13,Marsta,
ChIJJYEhxve9X0YRhCbrSKwA43I,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ne0BZehGUhIRonVf3hLVsg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=275.4795&pitch=0&thumbfov=100,Lekplats,Open All Days,Friggagatan 8,Marsta,
ChIJpYFC1ZGBX0YRkEMddMQv36k,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3wBN4oyGbc6xzh842gvDwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.22757&pitch=0&thumbfov=100,Lekplats,Open All Days,Wilhelm Kages Gata 9,Gustavsberg,
ChIJobSwaEuBX0YRmP7wvdHmaTk,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s7XyCwtHD6yATAbzhSJBzA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.76117&pitch=0&thumbfov=100,Lekplats,Open All Days,Hasthagsterrassen 12,Gustavsberg,
ChIJ66UsLgCFX0YR38BoDL55im0,Lekplats,,5,4.2,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NJWm1II88F1oQe35-h5oQA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=104.82858&pitch=0&thumbfov=100,Lekplats,Open All Days,Taljoviken,Akersberga,
ChIJ42F-GgCFX0YRHr1I1PCOfM0,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FtsyF3HXV7IM0k_flVkw3Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.84125&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJ8S0ufwCFX0YRnu56koyvZAQ,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=x9Ax2Vg3i-1_LgkfHplDTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.44327&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 39 Akersberga,Akersberga,
ChIJv61afACFX0YR6CU-VccJZtI,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EuIRmAnKeq-fnX9m-fyd6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.97543&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJI83acwCFX0YRHWwJP4P8dwA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WT6qp8j_6kIHTfUFP1P9yw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=336.3582&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJ9XBBSwCFX0YRBYdzs5ACsJg,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=qZFe_hyxfagSGZgpljB-GQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=11.713331&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJbS-ISwCFX0YRKHEVqUV4Pkw,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1zAiyV__vFje9BApeUXvtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=171.79787&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJ94KrUQCFX0YRpYOq3KD6ceA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3FkcmNxtCaxTYHawxBmbSA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.4754&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 37 Akersberga,Akersberga,
ChIJl5OPVwCFX0YR7wUNHalKcH8,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YS5l15U-vnEo18jm7pnr8g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.86241&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",184 62 Akersberga,Akersberga,
ChIJ15-qGgCFX0YRSdkBaqjHQps,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=V1E70fuGNoDr6h41L7SsJA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=182.74901&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Gransattravagen 57,Akersberga,
ChIJ0WKnBx-PX0YRn1S6SpdA9MA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wTxIgO5ynvDrYT-HCcfvHg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=64.959526&pitch=0&thumbfov=100,Lekplats,Open All Days,Smedby,Akersberga,
ChIJmxH0SsADWkYRF_q-1LU-MR4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lg2A32HGjxJL2NvNWizKIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=163.84935&pitch=0&thumbfov=100,Lekplats,Open All Days,Hagagatan 17,Nassjo,
ChIJn6CPVnQDWkYRs9IgNr-boxw,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Sodra Skogsvagen 51,Nassjo,
ChIJG7U7Qe0DWkYR1GoAYgvDhWM,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npElEauP8s42KDDFSDXA9GU9NQa_CJlHm1Yrl-_zqzG1rkJw85Z6orKw0AwA0aiQYUrOESluaKhYLIdZImTDi9lP8-LYy7-QOt-3pEpZLi3XO4pa7jpmITFyHMpEiTgz9nhaPrt=s1024,Lekplats,Open All Days,Duckersgatan 5,Nassjo,
ChIJcbCTtMcDWkYRmTX3EcIRz7A,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ccq8MRBCpHDPiv_ObRGnoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.35071&pitch=0&thumbfov=100,Lekplats,Open All Days,Ryttarstigen 24,Nassjo,
ChIJIQoLFMdRXkYR0bBUdtrJ5Ro,Lekplats,,25,4.2,http://enkoping.se/hitta-verksamheter/hitta-lekplatser/lekplatser/temalekplats-skeppet.html,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npHRarz2IdBm9YaMnfyLpN_csXzkSgLoyRQbMztl-G2IpR3P-WtFNUjVPCwKp9Zeo0X_wk4x0uhhErgb89KNra28LN0ZrrqMUNF7yxx5DyF3eRplApd1NdkYbIXY2H2hgEUXHw=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Vitriskagatan 69,Enkoping,
ChIJL_NBGyRRXkYRwfzwJ2g85Bg,Lekplats,,2,4.5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npoRn3nSAkbkTJU6e8e5azviefT_WmF3BgD3pCOdtbAP7etF1kFVuJat903i32ieboma7FMyp4bfhsTlWPyhSHSnfKCJHpUVPVhjKD56rLUS_Nj7VIelOIFC7Z2vC9Ddhc9rHBT=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Ormvraksgrand 7,Enkoping,
ChIJkYRzkx1RXkYROURZQJgVL9M,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nrmHYhelw_IhS8xAXwzGet6v2__a_ltUnd6mf--o2hHQ7PXbn9wtOkOMi-aDupuAZZ7fbBEmG7vJ8NUvIt0NZJ6Vw99RHWCtrwo9N6U1NYBqUjGShz9Ik1kJoDkXyCDmwZCOIk9fg=s1024,Lekplats,Open All Days,Vitriskagatan 5,Enkoping,
ChIJGez5QgdRXkYR1N9a5Qsg2cE,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Karrhoksgrand,Enkoping,
ChIJw8dDM1670EURP93NgLDT3GM,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FEeFzqKqW6ZjFuPbBNEfZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=45.748253&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Konduktorsgatan 19A,Kiruna,
ChIJaS_ihPiZU0YRzg1m2CLAcmM,Lekplats,,1,4,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nrYX1wTZC_Ptn1wvUOoSny24Ex_fMFtgrmTeijNZKgUXbHsORrX7e6qF3BPGxLPJJE0nGSaTBjz0l8ijLBmShs4vAmebY8TJIzqj1kkZNZQ3TskxNu2lyQhrrtMexF0FbyLixTdWQ=s1024,Lekplats,Open All Days,Farinvagen 17,Staffanstorp,
ChIJa-14GK_vWkYRisguI5FjMdE,Lekplats,,7,4.6,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nrnACgZbwL3_TlbPjOmIbzW3RyK52BLS_UTqZVEYkPAEA3NJ-n-Sp8hlmNoJpBkJC0vAfXb8MA4YeBbHEi7YXD2dcbOZuZ7jlZNgj87r2bVwj6JTSeuOiM2hruIlBxUxdt8_VVJ=s1024,Lekplats,Open All Days,Liergatan 16,Falkoping,
ChIJs7vVFfrvWkYRso3eiLGF0kk,Lekplats,,1,5,,,Lekplats (agare),,Lekplats,Open All Days,Allagatan 7,Falkoping,
ChIJS02yfaPvWkYRCX3ISWxzwJ8,Lekplats,,1,4,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4no_Y_6UCpq8Y1qpu-a6x8d0TtVHbZmhCuCN2yebs7l5td2CUYbp59yBy_K8uTNgCJ-a3tR1Bjs2hzbvOw-81NWodNzM6DtV5aHjx4iJ7PrDrvZMD1HPZaZPg1CRcN22RXZzuHtxQw=s1024,Lekplats,Open All Days,Olof Andersgatan 63,Falkoping,
ChIJlc2510XvWkYRbHiZihiB4f4,Lekplats,,2,4.5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GKXN_WGhfD7IkIMpioK5xA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=140.02162&pitch=0&thumbfov=100,Lekplats,Open All Days,Kolonigatan 6,Falkoping,
ChIJG2ysjXnvWkYRsqesBqCQyi0,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZpCqyCGrCjW1E-4SpD0dOw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.056&pitch=0&thumbfov=100,Lekplats,Open All Days,Mossebergsparken 30B,Falkoping,
ChIJC3p2TxqfX0YRyc9ErbFRPZw,Lekplats,,5,4.8,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nq-aZDULqVdWgbUmXP2i8KSZnixWRPj4h0o9NdFInMl-U2hJDrryU_gKzO3v4-mWlCpecvp6YmQ_y_r98lC0z5rxLaWheFWYwXNU_Haz4Vagxn5JBEn-Blmq2KiOWo_Dmjarps=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Magnusvagen 4A,Jarfalla,
ChIJg4Gmx2ChX0YRn9pHloIKYiE,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Sunnanvindsgrand 125,Jarfalla,
ChIJO8LI3L2hX0YRZAZL_QaXJGQ,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Sg35LEa5lbnd9pD_hRMeDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=167.26402&pitch=0&thumbfov=100,Lekplats,Open All Days,Ynglingavagen 27,Jarfalla,
ChIJzXlsNuS9UUYRSaFOy1e3A3o,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lKJvS84hQf52ocZkUhRrfw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.60124&pitch=0&thumbfov=100,Lekplats,Open All Days,Strandakersgatan 4B,Halmstad,
ChIJZZk-IPmjUUYRpf6XsvxYvxc,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=gOYdTQGlIpjF97MKALosKA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.4467&pitch=0&thumbfov=100,Lekplats,Open All Days,Smedjegatan 18A,Halmstad,
ChIJBYBQ7HCjUUYRQ8RK6Se5ons,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=I2_pzdsocAmp8rO4uP7ztw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=195.87729&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Engelbrektsgatan 55,Halmstad,
ChIJS2UI7d-jUUYRkfM9SxvuGdc,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7ouDf2HGvq20RUtELABcLg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.17587&pitch=0&thumbfov=100,Lekplats,Open All Days,Kasten Ronnowsgatan 10,Halmstad,
ChIJVdW6_lO9UUYRwPRWvEtJHHQ,Lekplats,,1,5,,,Lekplats (agare),,Lekplats,Open All Days,FROSAKULL BY 117,Halmstad,
ChIJmzW6T8CjUUYRf2Gu5DqGA1g,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",302 58 Halmstad,Halmstad,
ChIJ7yQ9fjSjUUYRQXKn0jUYNoU,Lekplats,,8,4.1,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npTzIc5nct-eyAD4vc09myV4yw7rAmWv9-UIeSgEIW4cHHwdkiHJ1RfjNr0xSB-W69E1BrM60ZyMwLPvAo1OnbBOcbaSEOiq6oCh1lPT_x9udOH_-YLHfVjt5JlOYis4rt7iPI=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Klockarevagen 4,Halmstad,
ChIJc36l0zVDWEYRCFHqJun8aXc,Lekplats,,2,4,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HL1Ln7trROCwYvaMt1hJsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.14795&pitch=0&thumbfov=100,Lekplats,Open All Days,Tomtegatan 2,Vastervik,
ChIJwUCmRHtDWEYRnoUkmrvbZF0,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Langrevsgatan 34,Vastervik,
ChIJb58NK3pDWEYRayswbFGCpCk,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Markorgatan 5A,Vastervik,
ChIJVx9pZdinZkYR3FVgc36Fi7I,Lekplats,,2,4.5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EOrmeropA93L1jq95FpmXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=7.707111&pitch=0&thumbfov=100,Lekplats,Open All Days,Asgatan 6,Hudiksvall,
ChIJVxas3kqnZkYRNsb4NChldVc,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rRVJxYJuCb4qegyTx863jA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.413602&pitch=0&thumbfov=100,Lekplats,Open All Days,Blockvagen 32C,Hudiksvall,
ChIJE1s-A2SnZkYRzpBzUTuJp8k,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jq5Hxc0oGwBGN67x8xeHoA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.55501&pitch=0&thumbfov=100,Lekplats,Open All Days,Kornvagen 10,Hudiksvall,
ChIJy_6Zq6OnZkYRi_Y2PJMAw54,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LUDsTRrqxz9fBN4HEBoAaQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.59337&pitch=0&thumbfov=100,Lekplats,Open All Days,Trastvagen 26,Hudiksvall,
ChIJQ6KcCqgtX0YRh3ZXlzs2ZkQ,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WUmF83xhaMp1aI7KHmJbvg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.48039&pitch=0&thumbfov=100,Lekplats,Open All Days,Mineralvagen 8,Nykoping,
ChIJ16nRhlItX0YRHAh4HemFqEg,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=k3LYlH5PrmU-f93JI9xltw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.422024&pitch=0&thumbfov=100,Lekplats,Open All Days,Skjutsaregatan 22C,Nykoping,
ChIJIUvMPg4tX0YR5fTLBZUnI6E,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4-LFRX22eit09-7uDBI9sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.62558&pitch=0&thumbfov=100,Lekplats,Open All Days,Tullportsgatan 25C,Nykoping,
ChIJV64TiTMzX0YRZE9XhxtqzjA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xs8gTEkVKqVypGR95PUBNA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.501205&pitch=0&thumbfov=100,Lekplats,Open All Days,611 61 Nykoping,Nykoping,
ChIJN-oDQa4NX0YR9Ng7fjIDNJE,Lekplats,,1,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqgXHLo8bPeu3LhpicHvauJ9IZwunpTYThFrIAMNkHz8vF2l9N7wef8wLDiRCofo6QKGlbFes2sTCZvcHJPIIE0lcpCZ977TWus1claV9ixxWaLfrDMqGChdMjpo6ov9tQmXc6hFQ=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Dalhagavagen 56,Sodertalje,
ChIJsQXJyAttWkYRNBll5Bt52a8,Lekplats,,2,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nr0Y3LTRZKiEFV9RienFO8rc4E_NupJ7-Vtz95b5GjmnmLDQy6ICGxrp7dBPJNDbHR8Gjmr9LYTgVZd0Nb2ZHeI4Z3mGY-6QJXIEYxjaEl7z1Rwc_6d4q2cLm-HpZN2v7XxnWQ8=s1024,Lekplats,Open All Days,Brunstorpsvagen 27,Huskvarna,
ChIJZZfbXyxtWkYRG8okZIIuxdM,Lekplats,,1,5,,,Lekplats (agare),,Lekplats,Open All Days,Langgatan 19,Huskvarna,
ChIJIyoYGY_rU0YRLt-EV_WdnI0,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Ronnebergavagen 45,Eslov,
ChIJT7ypJuKfX0YRG1pbG67yU2E,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bxWgC-9V59apwUY_WbzJ_Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.05591&pitch=0&thumbfov=100,Lekplats,Open All Days,Blaklockevagen,Sollentuna,
ChIJS4fL8qmfX0YReDtGFBjHV_Y,Lekplats,,2,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4np5Osc6rIriyhNbP-jpeWVp3pnZuCO-HqKoWxOeDvDayCkZI5isxCHH3An18hTBhzPiOu7yDJD6IVqs6CyRrw5d_MuAdLknZ_ytlMilpeb5OrJVXqJNUNTygFdFRy8mHl-etb1K=s1024,Lekplats,Open All Days,Stupvagen 81,Sollentuna,
ChIJlfekXmuZX0YRncTk82FB7DY,Lekplats,,2,5,https://lekplats.se/,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nraceGm70lE_sJ8gD-Inm0WIvPpwABYN1qD4WbNxbXV6oTF7kEOMBCspXVpRUlXXp5vDr3t6KOKyppQ4S68GowH7917jRJWD7HJIdYMUw2SzpDNhgftm_XtoBA5lf7mY4fRDRdJUg=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Vasavagen 10B,Sollentuna,
ChIJsSRyOg2ZX0YRG5QI2N8-w9I,Lekplats,,1,4,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fGxV4oAxdx_XfA9BubxIlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=40.352753&pitch=0&thumbfov=100,Lekplats,Open All Days,Solangsvagen 120,Sollentuna,
ChIJ4aryVzmfX0YRlkAP-t1xJq4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ruhNnsHmR75K8vZ9XsKYdQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.5058&pitch=0&thumbfov=100,Lekplats,Open All Days,191 38 Sollentuna,Sollentuna,
ChIJ7ya_Df2fX0YR4RmTMgTpGvQ,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HVQ4TH-qWV8II81CL_B_8w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.410965&pitch=0&thumbfov=100,Lekplats,Open All Days,Vallarestigen 6,Sollentuna,
ChIJ52J41KufX0YRhAYL9fK5o1Y,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ByStgA9XJH2tCBVUTOfqrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.78247&pitch=0&thumbfov=100,Lekplats,Open All Days,Scoutvagen 34,Sollentuna,
ChIJj8Jiy-uZX0YR25RwARHXz9o,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqWMqXBFGEmIoFNz3L7zfQ00PIR41UQQe00XW5-ClObTka134xhzZUUjzAnCqteUaGKZ71IGOswQeNrxZgcoXZAOyQvD-9o-Y_GkwUItJTkQS6pdqLh5OQUyWyhyLpFts9hF3nc=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Karleksbacken 3,Sollentuna,
ChIJm4qORoeZX0YRZFpR9teIVYw,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,192 72 Sollentuna,Sollentuna,
ChIJKSppfcyfX0YROjOdiJewGHs,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Vanortsstraket 45C,Sollentuna,
ChIJbzMMEL-ZX0YRYKuaVhK5ADM,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4BAow-rQm_sFzFgi69QRgg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=31.456472&pitch=0&thumbfov=100,Lekplats,Open All Days,Nyckelvagen 1,Sollentuna,
ChIJGaZIxk8nUUYR9XPaUWO-BuY,Lekplats,,1,3,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=9iH8gJ9FfxM2HOvNRYM01g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=25.051619&pitch=0&thumbfov=100,Lekplats,Open All Days,Flintvagen 7,Ljungby,
ChIJV3IK1cMnUUYRflK8v0KKOgk,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l4p2sHTA3POKdGYLGIn8BQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.91289&pitch=0&thumbfov=100,Lekplats,Open All Days,Skinnarevagen 43,Ljungby,
ChIJeSPEwi4nUUYRZQO8yN6ZClg,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8Cz9UvWtjDYa6QGoqgV7-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.2823&pitch=0&thumbfov=100,Lekplats,Open All Days,Fagelsangsvagen 22,Ljungby,
ChIJ7aWH1zcnUUYR164uMqsgrks,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g9gpNHgv2KPeOkBy0KkPlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=12.435324&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",341 35 Ljungby,,
ChIJPTEBrC1nXkYRStaaadQGEkk,Lekplats,,7,4.6,https://lekplats.se/,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nr8U4KFiktTT4xdJ-y0O41ulglDer-KeGw5Cm6U9v3FXNb4VgIAoABAw8rGMgGU3wboK3itGm9gPpoqx1u8uhq0uZSus8HcKhTvc754nFTwRBeeHg7mBJBVO7_RgCjydVcZIL4y=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",722 22 Vasteras,,
ChIJQ1dHfEFjXkYR87SFfOicioU,Lekplats,,1,4,,,Lekplats (agare),,Lekplats,Open All Days,Skalbygatan 58,Vasteras,
