place_id,name,description,reviews,rating,website,phone,owner_name,featured_image,main_category,,address,state,
ChIJ6x4ITDKRXEYREWhukgF5GCw,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ez3nNObyWN-xjsxVVuDtBg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=266.9609&pitch=0&thumbfov=100,Lekplats,Open All Days,Parkvagen 8,Kristinehamn,
ChIJA72lWnJRXkYRa9QXtWePAt8,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xQXPUni5QNtOLGH1eZtsbw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.80063&pitch=0&thumbfov=100,Lekplats,Open All Days,745 34 Enkoping, Enkoping,
ChIJPVJuaTOhX0YR18I7_tniRmI,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Kvarnvagen 32,Jarfalla,
ChIJGfOL6pSfX0YRKf4NhVPa0Cg,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cConqvg24ulr9Qj_XC1-pg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=19.820324&pitch=0&thumbfov=100,Lekplats,Open All Days,Snapphanevagen 140,Jarfalla,
ChIJEX3yeyOhX0YRz05cDk4MEj0,Lekplats,,1,3,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4notUONQsIzrAeAFZv70rzagefu0ITOAdJ9KVemyM9jgZESPt7oA1QM5p9Z97sDyIQl2eNpYa6bgSp9ML4DyGtADHb5dB2gLZ8ajJ2McswIRSyQPCmWpwhOBMr5xtycWO_Q2hAfC-w=s1024,Lekplats,Open All Days,Hastskovagen 28B,Jarfalla,
ChIJ6fRphgWhX0YRLxJcWtx8-14,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqeV6fnlG0W5YNS_WlQfx4Cn6wvrjtP_VxY3QIe5TLqRe0jMVBCduKXxclFi9U00dESxeZnu3bYVCa6Dj0r4KnPHc1dNlGJ8hRZJaDINv29apGiHYxjoboU9lC0oR3d7vKy9tk3=s1024,Lekplats,Open All Days,Vattmyragrand 45,Jarfalla,
ChIJlYtNAHehX0YRkfpyqJ9nXig,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=5GnDETgmC9I-0ucndG9yxQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=284.09717&pitch=0&thumbfov=100,Lekplats,Open All Days,Legendvagen 21,Jarfalla,
ChIJve8IEFihX0YR76U_6lCPSMs,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ryqxio6bOKC_WFBPcMqVXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=50.339317&pitch=0&thumbfov=100,Lekplats,Open All Days,Ekedalsvagen 65,Jarfalla,
ChIJZ4I0XOUzUkYRzTVZJhxf2R8,Lekplats,,1,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nol4AGjT53UHEv4MQhAk5f8ZFDHhy-ojx82AwokwGrVrd7Cd9CiUq2lwb1UpzTg3xAmUOl3BHf70v-7UXH1F6Gq80BMbMCKyEiN4S3NyCS7qvqLjke34x2KukFWuq5cdcvr26O4=s1024,Lekplats,Open All Days,Sodra Hunnetorpsvagen 88C,Helsingborg,
ChIJZdmhncczUkYRkYwRRbedfDw,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kQzvwDWinoW4Kc4TpDgDTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=356.62518&pitch=0&thumbfov=100,Lekplats,Open All Days,Ludvikagatan 31,Helsingborg,
ChIJhUAK6zozUkYRLaClHPDt9Fg,Lekplats,,2,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npoH9wZhzlxykjpfokeg7Gxkl_rY01OSs8Uk6OGhRsoNas5y40QiIXT6XBLcWIzknDVgeZS687sO975is0zvkHmyNXubMPVRG3LQds5UjL6cntmg5X5pvrURa3IWD8GS55rVsyqqg=s1024,Lekplats,Open All Days,Kungsljusgatan 13,Helsingborg,
ChIJv1ZSuWwzUkYR1IaEk758ZL8,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WVqV979zKNCkJs_zm6bvag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.286654&pitch=0&thumbfov=100,Lekplats,Open All Days,Annerovagen 21A,Helsingborg,
ChIJP50ONMgzUkYRVOia3_yiKG4,Lekplats,,6,4.3,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noQ2VCXLevYpHCRZF8jHScvqd539AW7grpoeNpo4Es5OnS4w0GNiktDJwfzZ0Rx0nAN7HC9h81rRqxecMRKJb6Fp6gZWdQm0mUo2SdJr_njBoGAZqa_fz97OFLLH28s2OcPWjU=s1024,Lekplats,Open All Days,Sodra Hunnetorpsvagen 78A,Helsingborg,
ChIJBfd09b4vUkYR49-95Rwp_VY,Lekplats,,1,3,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nozE6B2uyF4BvfasQqHBw3MbBD32EOuEyKH2zMq0MVyL17L9oJDc4naogwyR5L4fBJ7DdKJXjs0LtORO6awpN-1JTNuqgOUEJR6Qa1kLdllI5drI8QtFg5_q1OhGgAJbjNuEAZz=s1024,Lekplats,Open All Days,Ardennervagen 29,Helsingborg,
ChIJxa6CNKkzUkYRrUm-wlxPJjs,Lekplats,,1,4,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4np0rmoEK1GMKFYbpZF8VQ3-iBqq-3By5OEPJdk77zqRRbQ3xt6kxyGsnxAfUQiS_8v1LfWoQurIVS2l7b0uVjOT6s9KPCUoRrGCOoFI5e1RVz_Fp-s-FjPNvvehNvHnR3-UdqI=s1024,Lekplats,Open All Days,Kadettgatan 38,Helsingborg,
ChIJEVVO5w0zUkYR3Cmq6r060iI,Lekplats,,1,4,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqgKoe_EQfvg0seT701fhg-OzODB_jlBySrTE4b6VMxer9mtHS2HDJ0jeAjSZ0ltX62fRaycN_kAGNGOndy3hoeccyKopS3FozLoZmr9TzgblTzQqT9kNMfn7og0uhQpbGqgsi8Zw=s1024,Lekplats,Open All Days,Kadettgatan 52B,Helsingborg,
ChIJ0_8ITFkzUkYRkrqeeXt7J8g,Lekplats,,2,4.5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqQ0yysQanq5KI8-hYc1xp4pjTVNVhgbRUthmAEaKIz0l1d1NYn0DSRkeZz3mCUaciwSc-rrbF4tFW562iIbA-H1L4HnzaSw-P-aOXCYchycex5Z0NaRMqS-S5dxd-z7ToJ6m5P9g=s1024,Lekplats,Open All Days,Unnamed Road,Helsingborg,
ChIJdwCWXHsvUkYRMEfbqqqN1wk,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Skankelvagen 22,Helsingborg,
ChIJhbf2wbAvUkYRdUezjELawXE,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npE1y4WbUe1YNn8iEsTDxW1kFqRvYBnI3OD1Z02gu4JT3kvzV49BLVrvaBv0cwWD7sM9Y_9VOTmULAquhoArv62dnVO5DyUq3d1ka8MdVbJhur5aK_tpent1uBkbXb5wCsbn8un=s1024,Lekplats,Open All Days,Ponnyvagen 12,Helsingborg,
ChIJH0bTs_wzUkYR1AxYPEvGyRk,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rqGaFPy_U-Vygo95zapCsA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=82.70233&pitch=0&thumbfov=100,Lekplats,Open All Days,Bergaliden 24,Helsingborg,
ChIJubvo7mszUkYRPYWBDeIC-OM,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noBpEEo9GJ2TWJc7ANmKAUBXDzp87et1wdqx55aCAr8xj9KKCzzgwQ2Jb4qlVWU94cZdXQRD-bNdWXgwX7vfWMRPYghc-eQpUZtLqi5rgQs0i0E3gVzMMvsSvKhkZcqGE91S-yr=s1024,Lekplats,Open All Days,Sockengatan 2B,Helsingborg,
ChIJfQq8UZ0xUkYR1mCYa9-q8KA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=X_LE8Vkl045z8W-dzmEjWA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.528837&pitch=0&thumbfov=100,Lekplats,Open All Days,Derbyvagen 33,Helsingborg,
ChIJzZRRXVszUkYRcLJIULFlnZI,Lekplats,,1,4,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noXMmili_ulpxtHohjE9K-Yz16hXdGyX2I2QrRkVo2zgIl6zqEMojaXkDHgGg5BWdtxg1EsA6NVn2PTHvoz16h4yCtWfDaCQ1W4tIjbh7U5FEs9a-9ZOj-N0xFh1kh2Q60Y-Pzr=s1024,Lekplats,Open All Days,Sigurd Rings gata 59,Helsingborg,
ChIJZ4kR9s0zUkYR1AGWKpkziY8,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4np9Zx63BZIooO9S31tWyDfnDk0tzaEu-jQHk0SlKZ0NFA_1piwrDPS-vKn4YDWJmEyGhSnBCLDi6GTU_nwkCC75gmNR5H5GSoDECEtb970eNmriIAWSJwLaScCXTvVpni9skRqZFQ=s1024,Lekplats,Open All Days,Vastergardsgatan 27,Helsingborg,
ChIJywya1eEvUkYRXheiJEWJSho,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqeNLIG0bPMpaWPeFpTVim-5LIAYknzyhFNnM8frKVXRA6HyheZ-c9dPyiu3cx2NEQ0MYrkUT6d02IY2rrCTJMWVNaJ0o680LIY3pKjD86VYBQFYufYfWd9eYOcf46W9_Gdi0m2=s1024,Lekplats,Open All Days,Russvagen 28,Helsingborg,
ChIJ-dyWS-QzUkYRvUCtpjk7YZc,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noBeWHh5IOHyTyjgC08SufQu-gktRXwObYMCgR_eIXreJ7pHU1wljLwBIl24KSjjZOms_Mmt5KDygmA7b7e53Px2Fl0AEcADQPL8BhHmjG1p25KgzWbJL6bdsc9Tv6NbXhS2cWM=s1024,Lekplats,Open All Days,Larmvagen 31,Helsingborg,
ChIJY-Us4n3NU0YR59YxYMzrAM4,Lekplats,,1,2,,,Lekplats (agare),,Lekplats,Open All Days,Kaprifolgatan 21,Helsingborg,
ChIJ83puoWAzUkYRWM-gUeo9p54,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nouC9-nrH4mRMzHNRIr92KZRCrLSMfPi-jNb33FI9xD6ZEYXqyu8LuEj_uEYOjx16nqM85zvPeUOVOYzFkRpECm5Ol4aFikoBLNmUeBtPLmIw2cd5bl1VJnspysAFEK6pemVEA=s1024,Lekplats,Open All Days,Faladsgatan 16,Helsingborg,
ChIJhcB-di0zUkYRluV82cch_8U,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npDH80qQpyUVRZ8fjZZd5Vgvi9N9RobzI40V0OZzHXkwvL-LTshfnnhAXCdm7IvQq5bl1Ye56ok4762i-FTVBLtVmo6WHj3M9y7eTCD84wbQ2bCvHSxMqGPFoumop7YMz7OiY3TWQ=s1024,Lekplats,Open All Days,Master Jacobs gata 1A,Helsingborg,
ChIJjctaNYgzUkYRL8FwBo6nTAE,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noZGUyaq5xhs33sJqY-9aN49neJnDYHv8gayKvekr8SIgXHXHYVI0dWjMZjNAw5InsIo6hEdQ43pMm0nfz9kEAbazC8TOZUyInM7C4zDxZ2JQY3yf-V1ytpKnZolFgOYuHpXO0=s1024,Lekplats,Open All Days,Sommargatan 109,Helsingborg,
ChIJ1x-utsIzUkYRxer0Sh5JSqc,Lekplats,,1,3,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Jf8JeE8SQZleIRuieTqmDg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.16357&pitch=0&thumbfov=100,Lekplats,Open All Days,Bronsgatan 14,Helsingborg,
ChIJ19YP-LctUkYRuK7NsANlsD4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CPq2nMYNb2FPZuON4T9l6w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=100.91722&pitch=0&thumbfov=100,Lekplats,Open All Days,Sparvugglegatan 2,Helsingborg,
ChIJ18WLo4HNU0YRXW67_KgNnd0,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KzxF6jgjtNwB7RvC9Kxn0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.90283&pitch=0&thumbfov=100,Lekplats,Open All Days,Fagelbarsgranden 9,Helsingborg,
ChIJtRhqROkzUkYRhA2-KGiZZMg,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=i3AgmGTohHyYA7pykjhzOg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.16803&pitch=0&thumbfov=100,Lekplats,Open All Days,Kommissgatan 9,Helsingborg,
ChIJ_WeoSgUzUkYRwvljpkd0d70,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqwishTKYI-A9XJzBbRx-YHxUKE5lemS7kIXvTrXc5gGU92hdT6POtJTC9Xd0Gy6Rcx4UTvVR940uzAEIVACiqp-XLlkLXgByK-XIyhyMtL0apsXPnqr9rNugiNrstp7QaOzC0_6w=s1024,Lekplats,Open All Days,Flugsnapparegatan 5,Helsingborg,
ChIJXcd4_fkzUkYR_IhCDuLCUww,Lekplats,,3,3.7,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nocfvVQ8auRXMoLM4cCFYc7bDVBXmHlS7Hih2aitRrAVe64KayFhJLfF7Z21MkYQY8l4H4ePL6UyvHJogUJUvMQlG-HRTx9zsUjWkCJKtdU4KgvWN9T796xFeLn0aVyLQthUsnf=s1024,Lekplats,Open All Days,Olof Skotkonungs gata 39,Helsingborg,
ChIJQ2qKnbozUkYRKa8qMu_OO1U,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npfLT-oHkecVc54hvXAlzN_eyy63eMEM9YvAdcIF1gX5qb7fY9f-CiFEvSbEGimQiuErAD-SxZWHRntrBm3sTfAwdX_K6SmVUCUjMLCiY2nb5iEZhCb3JG0-AhW8oyK8LZ26x7VhQ=s1024,Lekplats,Open All Days,Veckogatan 58,Helsingborg,
ChIJE6Di8C_NU0YR5_bVKd5eU6g,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_86cr-DujERCRKKqo-_O-A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.931194&pitch=0&thumbfov=100,Lekplats,Open All Days,Anemongatan 44,Helsingborg,
ChIJx_aKrHQvUkYRaMpbFuu9y8U,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqdb1E4ajLEcfr9JPq4LCB-pseYb1FXnFDSvb7feu2ikfvx_tkPpd7zHcLMfAhsTyNx3HTiPlI_rH_9U0ZTKYkqBg-aI_H_sAYAfg2vEwx3TPrMzRYzTBjt3PlVEzO0h3YBTgfK=s1024,Lekplats,Open All Days,Beridarevagen 8,Helsingborg,
ChIJeYm3Yc7NU0YR36j4zetwOxI,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l7rFNamyz_7oY1WXYEkVlg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.3914&pitch=0&thumbfov=100,Lekplats,Open All Days,Klarbarsgranden 30,Helsingborg,
ChIJa9l-F88zUkYRkFF81iCJjv4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SjxY-AwypAHvG0I_0byIrw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.47981&pitch=0&thumbfov=100,Lekplats,Open All Days,Torsdagsgatan 70,Helsingborg,
ChIJERb9_eEvUkYRbNhAI5DYKC0,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nojzyqGXKLSFk1I8w-IRA1EFtHu3bjMzTDQRveiDUzLHawz1mvZx3XE2wPSXB9UP-eLhQqEdn-FFDEQWP66zX0ex-zngmpyqvc-hUxqyoV8MlJdNuWOziQBXWzkJYyYl-mXwcNqUQ=s1024,Lekplats,Open All Days,Skrittvagen 15,Helsingborg,
ChIJa3UJHd4zUkYRC4gpTEK_tzA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YEFsEwsyxCYaq-7jrlsBTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.968864&pitch=0&thumbfov=100,Lekplats,Open All Days,Brunnbacksgatan 7A,Helsingborg,
ChIJ6wtaOFczUkYR45OpV77rQaU,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yAaEu4RbRa7gJFOiQBcKBQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=154.04097&pitch=0&thumbfov=100,Lekplats,Open All Days,Miklagardsgatan 4,Helsingborg,
ChIJFyiHMPEzUkYRuEb4_aC7En4,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Sodra Hunnetorpsvagen 124,Helsingborg,
ChIJM7-_jHkzUkYRfjlRpoINOXA,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=so0TtLjH5G9yV7y6Kw18JQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.47092&pitch=0&thumbfov=100,Lekplats,Open All Days,Harlyckegatan 7D,Helsingborg,
ChIJQfGwTAUzUkYRLOA3OsvPGeU,Lekplats,,1,2,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noNm9pY3fK1IVd3hv-R54W4xuedOckyuYATgNMGQA94wUIXBrv6GWJHuhlOy1k30qOahfr19v1_nWacUbHdLdhVqpRX6Z_OQRVzAu3gJVWYyOTZ8MAQvaMMz4eUFwyh5We1cf37=s1024,Lekplats,Open All Days,Kadettgatan 41,Helsingborg,
ChIJz34WDdjNU0YRihlvg-qIi7Y,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=urvbygNifgkHjpKe2t5puQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=230.20676&pitch=0&thumbfov=100,Lekplats,Open All Days,Korsbarsgatan 6,Helsingborg,
ChIJFfhV2rAzUkYRJ_ORBRFWtjk,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=roSrLmfYQ55DgeXftzxXCA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=245.08766&pitch=0&thumbfov=100,Lekplats,Open All Days,Ormvraksgatan 53,Helsingborg,
ChIJ0TEvzZYzUkYRneBxyQniHj4,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npIVDwxMTPCNeY7bqzK4gcpL9dhYSa34oip2UFuI8_iogvRZK_C67RxBxjpAfTzyoN8fnI2SnFwL8emEnORYiQFt0Uc3s0H5RYMspxGCSUFCADX5klI_WV3E-ML6tL-S15MxGUr=s1024,Lekplats,Open All Days,Drottninggatan 130,Helsingborg,
ChIJDVYT4C0zUkYRd8mf8wmvqTU,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nqg8LroZXRkPpkZnOmxNIYbEkfa31DH9ZqjbFLPyVryrn2hNva9ABTEdKR2np_aMANuCdnj3IcvvYB67PRSvAzu1kWsw40_77DyoDriV2Wt4ihSl1Ao374xzrI-MvfzBxVLI7u-=s1024,Lekplats,Open All Days,Wrangelsgatan 30,Helsingborg,
ChIJpTD4TpIzUkYRDEczGGm9Ou4,Lekplats,,0,0,,,Lekplats (agare),,Lekplats,Open All Days,Tisdagsgatan 23,Helsingborg,
ChIJHeKjGaozUkYR0qL0f431A0A,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ahAYyUA7LRKoTQHGXhk72w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=21.409647&pitch=0&thumbfov=100,Lekplats,Open All Days,Attekullagatan 28,Helsingborg,
ChIJM-prTD8zUkYRFWeCeWmAqtU,Lekplats,,0,0,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nr6fsvCVYoOAwVm7f-QI7D4BEsA9w9JQZbjIRhlnYmBUpmnObOa2l9ICsFjWdRgMhBGRvr2rIl4Ff1Mn4h7_zl6rl-9e443WesDTYaBRoLxwoA3f1fp4eiW_O2oOGBcDfwzP5gN=s1024,Lekplats,Open All Days,Alnarpsgatan 62,Helsingborg,
ChIJC3xUEWQrUEYRN67CFJW1oWU,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H4R89w4ucj4Ho3vCyjlQjw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.08636&pitch=0&thumbfov=100,Lekplats,Open All Days,Morangatan 41,Varberg,
ChIJ8afkXlYrUEYRFuriIWtUAd4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LYRYFAu-dvy7_8mhr3LO0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=232.69313&pitch=0&thumbfov=100,Lekplats,Open All Days,Soderhojdsgatan 1,Varberg,
ChIJH8X-aA4rUEYRVLpMFBPhDbo,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Wga5GIv1y2zvxbHOM4dOvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=204.43365&pitch=0&thumbfov=100,Lekplats,Open All Days,Sandstensbacken 33,Varberg,
ChIJrVi4za9TRUYRMAXmL0WNvj4,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t8TWRVcadNIbxZsFgjevhA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=289.63797&pitch=0&thumbfov=100,Lekplats,Open All Days,Prastgardsvagen 6,Alingsas,
ChIJr858MFRTRUYRxP5m9MBz-dM,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7ckiLJScK6sUF5VwxVBcOQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.95676&pitch=0&thumbfov=100,Lekplats,Open All Days,Jungmansgatan 1E,Alingsas,
ChIJG9uKL_bzT0YRatWT6LbWnlA,Lekplats,,5,4.6,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4noXwEyAZU5s-_g6ZUn2VxOvooKlhosyQYMinHrV7OdoAZhbcLdKH7BKGJv6UlOUOqJKLAOS_bA2uMJBDElGsUSXyAfhoh_Dw4oImhxkdpbpc_v2FRvTlA7eNsQ-gBQmsi17UBYNkQ=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Dalheimersgatan 2B,Goteborg,
ChIJ9Zw6Qf31T0YRQnCRGBsfxrg,Lekplats,,1,5,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4npUQMAWUPSIvn6Sq_JKdZgOeVldsbkadTstgR1tauZqRZkZW0QquGOvtv7vjXN3_wIE9SLkLHLJtTHkCH6oggXpn1q2qwUEmxWNFW6G9kdzNyll_gy81tyQH-VSNoXxwa_2E6b16g=s1024,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Hisingsgatan 5A,Goteborg,
ChIJQ-mDb3HzT0YRw_bTa7j1rQM,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=E4nzyKLVU_z2GLsDaDH0bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=350.8475&pitch=0&thumbfov=100,Lekplats,Open All Days,Rambergsvagen 17C,Goteborg,
ChIJizHYjb6LT0YR7arYjuAu6yk,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=nl-w6ANHIpBreFjOrWhNPQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=75.10553&pitch=0&thumbfov=100,Lekplats,Open All Days,Kung Sverres Gata 100,Goteborg,
ChIJ20dfCLf1T0YRP3AQjxVX0Xc,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=80L7UmWvsCuMtEi_YWfbHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.34488&pitch=0&thumbfov=100,Lekplats,Open All Days,Vastanvindsgatan 12E,Goteborg,
ChIJL5c8IQaNT0YRZDNBXWH7xug,Lekplats,,1,5,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hKASGndv3JlTklNl3jME6A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=290.37433&pitch=0&thumbfov=100,Lekplats,Open All Days,Erik Vaderhatts Gata 4,Goteborg,
ChIJGdi_UlHzT0YRfLPzBlcgpls,Lekplats,,10,4.9,,,Lekplats (agare),https://lh3.ggpht.com/p/AC9h4nreZl5oV8NtlnltWHgwbNQ3FTXsbjgJ7-Su7U6eXA90G0a_IQ9YM6zD7c9jaCwHXQB4UxykESE-M8gbbKv4XxMF6oEiVd346LIcRIBKXCzqhSmE2IOwgMaOIiAEdeaT1pAxdwqu=s1024,Lekplats,Open All Days,Varpmossevagen 60,Askim,
ChIJ3z7s6oKLT0YRck4wvxVOI8A,Lekplats,,1,5,,,Lekplats (agare),,Lekplats,Open All Days,Langstromsgatan 2B,Goteborg,
ChIJk4s-2Lj1T0YRk55roF41vHw,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3ZJ3Ms27GPR0FExi1rF6jA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=177.65994&pitch=0&thumbfov=100,Lekplats,"mandag, tisdag, onsdag, torsdag, fredag, lordag, sondag",Ostanvindsgatan 2B,Goteborg,
ChIJ4-I61FPzT0YR2bVp_Tz7lYc,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AgJdRz-mcqZyyKlpS95OCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.46819&pitch=0&thumbfov=100,Lekplats,Open All Days,Elins Gard 4,Goteborg,
ChIJZ_dfM6DzT0YRQJda0o71eNU,Lekplats,,0,0,,,Lekplats (agare),https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F0KPTggZWj5_gLFzsfGzRQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=99.88479&pitch=0&thumbfov=100,Lekplats,Open All Days,August Kobbsgatan 5,Goteborg,
